key	domain	es_mx	pt_br
report.antidoto.diario.how	report	Antes de cada inversión, escribe en 5 líneas: "Compro X porque Y. Espero Z resultado para la fecha W. Vendo si pasa A." Revisa mensualmente. Con el tiempo verás el patrón real de tus aciertos vs tus justificaciones post-hoc.	Antes de cada investimento, escreva em 5 linhas: "Compro X porque Y. Espero o resultado Z para a data W. Vendo se acontecer A." Revise mensalmente. Com o tempo, você verá o padrão real dos seus acertos vs. suas justificativas posteriores.
report.antidoto.s2.name	report	Activar Sistema 2	Ativar Sistema 2
report.antidoto.s2.what	report	Interrumpir deliberadamente el modo automático (Sistema 1, rápido y emocional) para pasar al modo analítico (Sistema 2, lento y deliberado) antes de decidir.	Interromper deliberadamente o modo automático (Sistema 1, rápido e emocional) para passar ao modo analítico (Sistema 2, lento e deliberado) antes de decidir.
report.antidoto.s2.how	report	Impón una pausa: 24 horas entre el impulso y la acción. Durante esa pausa, hazte 3 preguntas por escrito: "¿Qué información me falta? ¿Qué asumo sin verificar? ¿Cómo sabré si me equivoqué?" Si las respuestas no son claras, no decidas aún.	Imponha uma pausa: 24 horas entre o impulso e a ação. Durante essa pausa, faça 3 perguntas por escrito: "Que informação me falta? O que estou assumindo sem verificar? Como saberei se errei?" Se as respostas não forem claras, não decida ainda.
report.antidoto.votcie.name	report	Votación Ciega	Votação Cega
report.antidoto.votcie.what	report	Expresar tu opinión por escrito antes de escuchar la del grupo, para evitar que el consenso te contamine.	Expressar sua opinião por escrito antes de ouvir a do grupo, para evitar que o consenso contamine seu julgamento.
report.antidoto.votcie.how	report	En reuniones o comités: antes de abrir la discusión, cada participante escribe su posición en un papel. Se revelan simultáneamente. Así se rompe el efecto cascada donde todos se alinean con el primero que habló.	Em reuniões ou comitês: antes de abrir a discussão, cada participante escreve sua posição em um papel. As posições são reveladas simultaneamente. Assim se quebra o efeito cascata em que todos se alinham com quem falou primeiro.
report.antidoto.testnd.name	report	Test del Dinero Nuevo	Teste do Dinheiro Novo
report.antidoto.testnd.what	report	Tratar cada peso como si acabara de llegar a tus manos — ignorando su origen y tu historial con él.	Tratar cada real como se acabasse de chegar às suas mãos — ignorando sua origem e seu histórico com ele.
report.antidoto.testnd.how	report	Ante una inversión perdedora pregúntate: "Si me dieran este dinero hoy en efectivo, ¿compraría esta posición?" Si la respuesta es no, véndela. El precio al que compraste es irrelevante — solo cuenta el presente y el futuro.	Diante de um investimento perdedor, pergunte-se: "Se me dessem esse dinheiro hoje em mãos, compraria esta posição?" Se a resposta for não, venda. O preço que você pagou é irrelevante — só importam o presente e o futuro.
report.antidoto.premortem.name	report	Pre-mortem	Pré-mortem
report.antidoto.premortem.what	report	Imaginar que tu decisión ya fracasó, y retroceder para identificar por qué — antes de tomarla.	Imaginar que sua decisão já fracassou e voltar no tempo para identificar por quê — antes de tomá-la.
report.antidoto.premortem.how	report	Antes de actuar, escribe: "Estamos en 12 meses en el futuro. Esta inversión fue un desastre. ¿Qué salió mal?" Enumera 5 razones plausibles. Si alguna tiene probabilidad real, ajusta el plan o no inviertas. Funciona porque desactiva el exceso de optimismo.	Antes de agir, escreva: "Estamos 12 meses no futuro. Este investimento foi um desastre. O que deu errado?" Liste 5 razões plausíveis. Se alguma tiver probabilidade real, ajuste o plano ou não invista. Funciona porque desativa o excesso de otimismo.
report.antidoto.steelman.name	report	Steel-manning	Steel-manning
report.antidoto.steelman.what	report	Construir el mejor argumento posible CONTRA tu propia tesis — el opuesto al "straw-man" que simplifica al oponente.	Construir o melhor argumento possível CONTRA a sua própria tese — o oposto do "straw-man" que simplifica o oponente.
report.antidoto.steelman.how	report	Antes de invertir: escribe el caso más fuerte para NO hacerlo. Busca activamente análisis contrarios, bajistas, críticos. Si después de leer el mejor contra-argumento sigues convencido, procede. Si no puedes formular un contra-argumento serio, probablemente tienes confirmation bias.	Antes de investir: escreva o argumento mais forte para NÃO fazê-lo. Busque ativamente análises contrárias, baixistas, críticas. Se após ler o melhor contra-argumento você continuar convicto, prossiga. Se não conseguir formular um contra-argumento sério, provavelmente tem viés de confirmação.
report.antidoto.chklist.name	report	Checklist de Sistema 2	Checklist de Sistema 2
report.antidoto.chklist.what	report	Lista fija de preguntas que te obligas a responder antes de cualquier decisión financiera — como los pilotos antes de despegar.	Lista fixa de perguntas que você se obriga a responder antes de qualquer decisão financeira — como os pilotos antes de decolar.
report.antidoto.chklist.how	report	Arma tu checklist de 5–7 ítems: "¿Conozco los costos? ¿Cuál es el peor escenario? ¿Cuánto perdería? ¿Qué evidencia contraria ignoré? ¿Esto cabe en mi plan?" Fuerza la pausa analítica y evita decisiones por impulso o por historia coherente pero no verificada.	Monte seu checklist de 5 a 7 itens: "Conheço os custos? Qual é o pior cenário? Quanto perderia? Que evidências contrárias ignorei? Isso cabe no meu plano?" Isso força a pausa analítica e evita decisões por impulso ou por uma narrativa coerente mas não verificada.
report.matrix.PP.0.sit	report	Mercado cae 15% en una semana	Mercado cai 15% em uma semana
report.matrix.PP.0.tendency	report	Paralizarte o vender en pánico al peor precio para "detener el dolor".	Paralisar ou vender em pânico no pior preço para "parar a dor".
report.matrix.PP.0.rational	report	Rebalancear según tu asignación objetivo. Si la tesis no cambió, las caídas son oportunidades — no razones para salir.	Rebalancear conforme sua alocação-alvo. Se a tese não mudou, as quedas são oportunidades — não motivos para sair.
report.matrix.PP.1.sit	report	Te ofrecen una inversión nueva	Oferecem a você um investimento novo
report.matrix.PP.1.tendency	report	Rechazar por defecto — "mejor lo conocido que lo seguro desconocido".	Recusar por padrão — "melhor o conhecido do que o seguro desconhecido".
report.matrix.PP.1.rational	report	Evaluar contra tu marco de decisión escrito. Si cumple los criterios, invertir una fracción pequeña de prueba.	Avaliar com base no seu critério de decisão escrito. Se atender aos critérios, investir uma fração pequena como teste.
report.matrix.PP.2.sit	report	Sobra dinero a fin de mes	Sobra dinheiro no fim do mês
report.matrix.PP.2.tendency	report	Dejarlo acumulándose en la cuenta de ahorros.	Deixá-lo acumulando na conta poupança.
report.matrix.PP.2.rational	report	Contribución automática (pre-compromiso) a tu portafolio diversificado — decidida en frío, ejecutada en automático.	Aporte automático (pré-compromisso) no seu portfólio diversificado — decidido em estado frio, executado de forma automática.
report.matrix.FK.0.sit	report	Un amigo te habla de una "oportunidad única"	Um amigo lhe fala de uma "oportunidade única"
report.matrix.FK.0.tendency	report	Entrar rápido por FOMO, sin investigar los fundamentos.	Entrar rápido por FOMO, sem investigar os fundamentals.
report.matrix.FK.0.rational	report	Escribir tu tesis independiente antes de consultarlo con nadie más. Si después de 48 horas sigue atractiva, entonces valorar posición pequeña.	Escrever sua tese independente antes de consultá-la com qualquer pessoa. Se depois de 48 horas ainda parecer atraente, então avaliar uma posição pequena.
report.matrix.FK.1.sit	report	Mercado sube fuertemente durante meses	Mercado sobe fortemente durante meses
report.matrix.FK.1.tendency	report	Entrar tarde al rally cuando todos ya hablan de eso.	Entrar tarde no rally quando todo mundo já está falando nisso.
report.matrix.FK.1.rational	report	Ceñirte al plan previo. La multitud que entra tarde suele ser la que vende primero cuando cae.	Ater-se ao plano anterior. A multidão que entra tarde costuma ser a que vende primeiro quando o mercado cai.
report.matrix.FK.2.sit	report	Comité de inversión con mayoría que opina X	Comitê de investimento com maioria que opina X
report.matrix.FK.2.tendency	report	Alinearte al consenso grupal para no discrepar.	Alinhar-se ao consenso do grupo para não discordar.
report.matrix.FK.2.rational	report	Votación ciega escrita antes de la discusión. Expresar la opinión contraria aunque incomode.	Votação cega escrita antes da discussão. Expressar a opinião contrária mesmo que cause desconforto.
report.matrix.AA.0.sit	report	Un trade te da un retorno extraordinario	Um trade lhe dá um retorno extraordinário
report.matrix.AA.0.tendency	report	Atribuirlo a tu habilidad y aumentar exposición en el siguiente.	Atribuir à sua habilidade e aumentar a exposição no próximo.
report.matrix.AA.0.rational	report	Diario de decisiones — documentar si la tesis original se cumplió o si fue suerte. Mantener el tamaño de posición pre-definido.	Diário de decisões — documentar se a tese original se confirmou ou se foi sorte. Manter o tamanho de posição pré-definido.
report.matrix.AA.1.sit	report	Tienes una idea "obvia" y muy convencida	Você tem uma ideia "óbvia" e muito convicta
report.matrix.AA.1.tendency	report	Concentrar una fracción grande del portafolio en esa tesis.	Concentrar uma fração grande do portfólio nessa tese.
report.matrix.AA.1.rational	report	Pre-mortem: asumir que dentro de 12 meses la idea resultó errada — ¿por qué? Diversificación forzada con topes de concentración.	Pré-mortem: assumir que em 12 meses a ideia se mostrou errada — por quê? Diversificação forçada com limites de concentração.
report.matrix.AA.2.sit	report	Un stop-loss se dispara	Um stop-loss é acionado
report.matrix.AA.2.tendency	report	Ignorarlo y promediar a la baja — "el mercado está equivocado".	Ignorá-lo e fazer preço médio na baixa — "o mercado está errado".
report.matrix.AA.2.rational	report	Ejecutar el stop exactamente como se definió en frío. La tesis se revisa después, con cabeza fría, no durante la caída.	Executar o stop exatamente como definido em estado frio. A tese é revisada depois, com a cabeça fria, não durante a queda.
report.matrix.II.0.sit	report	Tu análisis contradice al consenso del mercado	Sua análise contradiz o consenso do mercado
report.matrix.II.0.tendency	report	Ignorar el consenso — "ellos no ven lo que yo veo".	Ignorar o consenso — "eles não enxergam o que eu enxergo".
report.matrix.II.0.rational	report	Steel-manning: escribe el mejor argumento que justifica la posición contraria. Si no puedes, probablemente tienes confirmation bias.	Steel-manning: escreva o melhor argumento que justifica a posição contrária. Se não conseguir, provavelmente há viés de confirmação.
report.matrix.II.1.sit	report	Investigas un sector nuevo y te sientes experto rápido	Você pesquisa um setor novo e se sente especialista rapidamente
report.matrix.II.1.tendency	report	Tomar posiciones sofisticadas basadas en tu análisis propio.	Tomar posições sofisticadas baseadas na sua própria análise.
report.matrix.II.1.rational	report	Activación deliberada del Sistema 2: checklist de preguntas — ¿qué no sé? ¿qué asumo? ¿qué evidencia contraria hay? Posición pequeña mientras calibras.	Ativação deliberada do Sistema 2: checklist de perguntas — o que não sei? o que estou assumindo? que evidências contrárias existem? Posição pequena enquanto você calibra.
